1.000000000000000000e+00, 3.331337279257273742e+00
2.000000000000000000e+00, 3.513722247837292478e+00
3.000000000000000000e+00, 5.596890083881141287e+00
4.000000000000000000e+00, 8.301879376042883507e+00
5.000000000000000000e+00, 9.290495484949436999e+00
6.000000000000000000e+00, 7.708815942833865620e+00
7.000000000000000000e+00, 1.078411730310884487e+01
8.000000000000000000e+00, 1.070069041723102998e+01
9.000000000000000000e+00, 1.162418564776162100e+01
1.000000000000000000e+01, 1.286008992635227166e+01
1.100000000000000000e+01, 1.315403602719121423e+01
1.200000000000000000e+01, 1.485727632088913452e+01
1.300000000000000000e+01, 1.438614814653676710e+01
1.400000000000000000e+01, 1.379711373765866078e+01
1.500000000000000000e+01, 1.399951336757169784e+01
1.600000000000000000e+01, 1.360358447954453709e+01
1.700000000000000000e+01, 1.431889172839707314e+01
1.800000000000000000e+01, 1.202410942632218926e+01
1.900000000000000000e+01, 1.180742119037904203e+01
2.000000000000000000e+01, 9.779039365098775249e+00
2.100000000000000000e+01, 7.107462730826228814e+00
2.200000000000000000e+01, 9.246300375930580628e+00
2.300000000000000000e+01, 8.311908577080442839e+00
2.400000000000000000e+01, 5.501300957377956991e+00
2.500000000000000000e+01, 7.269754623987603637e+00
2.600000000000000000e+01, 2.282435631899550899e+00
2.700000000000000000e+01, 2.519433152225284189e+00
2.800000000000000000e+01, 1.043006876770826485e+00
2.900000000000000000e+01, 1.558158278984459022e+00
3.000000000000000000e+01, 3.467888284513187536e-01
3.100000000000000000e+01, -2.041641204148713751e+00
3.200000000000000000e+01, -2.802834645825623028e+00
3.300000000000000000e+01, -4.949531602430948141e+00
3.400000000000000000e+01, -6.807427365374050687e+00
3.500000000000000000e+01, -5.813392340402949721e+00
3.600000000000000000e+01, -5.813957324303960839e+00
3.700000000000000000e+01, -5.105133466447938417e+00
3.800000000000000000e+01, -5.355151905854862449e+00
3.900000000000000000e+01, -7.023079375951391867e+00
4.000000000000000000e+01, -6.873941652064504915e+00
4.100000000000000000e+01, -7.417689514832306763e+00
4.200000000000000000e+01, -7.454528821690548313e+00
4.300000000000000000e+01, -7.282506160557540298e+00
4.400000000000000000e+01, -3.054072900631704890e+00
4.500000000000000000e+01, -4.842419732801643839e+00
4.600000000000000000e+01, -4.012161606804065528e+00
4.700000000000000000e+01, -3.997134313968082164e+00
4.800000000000000000e+01, -1.082742347995114596e+00
4.900000000000000000e+01, -2.553277585554423634e+00
5.000000000000000000e+01, -2.127402802139638782e-01
5.100000000000000000e+01, 4.391317680279938074e-02
5.200000000000000000e+01, 2.247135201686289552e+00
5.300000000000000000e+01, 2.233533816349284606e+00
5.400000000000000000e+01, 2.393455121070469094e+00
5.500000000000000000e+01, 4.304585322711342421e+00
5.600000000000000000e+01, 5.433180166393918320e+00
5.700000000000000000e+01, 5.642753192315696609e+00
5.800000000000000000e+01, 6.336982782251356028e+00
5.900000000000000000e+01, 5.734814456084249557e+00
6.000000000000000000e+01, 6.208897735502032944e+00
6.100000000000000000e+01, 5.963292110767486776e+00
6.200000000000000000e+01, 6.197978593098731892e+00
6.300000000000000000e+01, 5.522277865131203889e+00
6.400000000000000000e+01, 4.244023691076263205e+00
6.500000000000000000e+01, 5.642906333330552471e+00
6.600000000000000000e+01, 4.424849960941855009e+00
6.700000000000000000e+01, 2.431547507834788568e+00
6.800000000000000000e+01, 3.643779420953560777e+00
6.900000000000000000e+01, 1.289290265462384344e+00
7.000000000000000000e+01, 1.174515337245105151e+00
7.100000000000000000e+01, 7.037114975515273985e-01
7.200000000000000000e+01, -1.101207816039252885e+00
7.300000000000000000e+01, -1.334273950380550966e+00
7.400000000000000000e+01, -4.971627126851971390e+00
7.500000000000000000e+01, -4.597658358822447333e+00
7.600000000000000000e+01, -6.928276068724720460e+00
7.700000000000000000e+01, -8.318269527402819108e+00
7.800000000000000000e+01, -9.171531445254647252e+00
7.900000000000000000e+01, -9.972005078787683274e+00
8.000000000000000000e+01, -1.057696976217075147e+01
8.100000000000000000e+01, -1.265950332951150514e+01
8.200000000000000000e+01, -1.132844120313380287e+01
8.300000000000000000e+01, -1.235915021550901294e+01
8.400000000000000000e+01, -1.480615383844749644e+01
8.500000000000000000e+01, -1.206739794103067531e+01
8.600000000000000000e+01, -1.177954954513525010e+01
8.700000000000000000e+01, -1.244633085023012242e+01
8.800000000000000000e+01, -1.358292764973850630e+01
8.900000000000000000e+01, -1.408074507754087890e+01
9.000000000000000000e+01, -1.139503969748276013e+01
9.100000000000000000e+01, -1.213058144652835324e+01
9.200000000000000000e+01, -9.629602555146300702e+00
9.300000000000000000e+01, -9.625753907506387819e+00
9.400000000000000000e+01, -7.709454786226562106e+00
9.500000000000000000e+01, -7.066571097625051756e+00
9.600000000000000000e+01, -5.354413008649472339e+00
9.700000000000000000e+01, -4.607652079054584071e+00
9.800000000000000000e+01, -1.327694545564222617e+00
9.900000000000000000e+01, -1.440372840585986580e+00
1.000000000000000000e+02, 4.019893634447177511e-01
